"entidad","municipio","tipo_de_fuente","pm_25","co","so2","nox"
"Puebla","Xochiltepec","Fuentes móviles carreteros",0.574,100.561,0.452,17.356
"Puebla","Xochiltepec","Fuentes móviles que no circulan por carretera",0.063,0.344,0.037,1.069
"Puebla","Xochitlán de Vicente Suárez","Fuentes de área",62.844,531.13,1.834,15.444
"Puebla","Xochitlán de Vicente Suárez","Fuentes móviles carreteros",0.521,108.421,0.494,19.188
"Puebla","Xochitlán de Vicente Suárez","Fuentes móviles que no circulan por carretera",0.073,0.399,0.043,1.238
"Puebla","Xochitlán Todos Santos","Fuentes de área",62.423,563.951,4.168,17.697
"Puebla","Xochitlán Todos Santos","Fuentes móviles carreteros",1.115,187.095,0.867,32.548
"Puebla","Xochitlán Todos Santos","Fuentes móviles que no circulan por carretera",0.303,1.645,0.179,5.111
"Puebla","Yaonáhuac","Fuentes de área",21.45,167.574,0.588,5.719
"Puebla","Yaonáhuac","Fuentes móviles carreteros",0.816,169.893,0.765,29.474
"Puebla","Yaonáhuac","Fuentes móviles que no circulan por carretera",0.083,0.452,0.049,1.403
"Puebla","Yehualtepec","Fuentes de área",114.985,521.759,1.891,18.73
"Puebla","Yehualtepec","Fuentes móviles carreteros",28.419,876.56,7.402,280.151
"Puebla","Yehualtepec","Fuentes móviles que no circulan por carretera",0.804,3.814,0.372,28.862
"Puebla","Zacapala","Fuentes de área",24.875,156.905,0.552,4.96
"Puebla","Zacapala","Fuentes móviles carreteros",0.79,131.504,0.573,22.474
"Puebla","Zacapala","Fuentes móviles que no circulan por carretera",0.268,1.454,0.158,4.516
"Puebla","Zacapoaxtla","Fuentes de área",191.571,1449.131,5.126,47.036
"Puebla","Zacapoaxtla","Fuentes móviles carreteros",16.365,1162.352,6.839,253.925
"Puebla","Zacapoaxtla","Fuentes móviles que no circulan por carretera",0.242,1.316,0.143,4.089
"Puebla","Zacatlán","Fuentes de área",261.851,2073.923,8.652,70.997
"Puebla","Zacatlán","Fuentes móviles carreteros",60.509,1977.603,16.491,598.908
"Puebla","Zacatlán","Fuentes móviles que no circulan por carretera",9.639,57.881,4.3,122.55
"Puebla","Zapotitlán","Fuentes de área",31.408,227.72,0.795,7.279
"Puebla","Zapotitlán","Fuentes móviles carreteros",3.776,332.67,1.844,72.628
"Puebla","Zapotitlán","Fuentes móviles que no circulan por carretera",0.119,0.648,0.07,2.012
"Puebla","Zapotitlán de Méndez","Fuentes de área",23.639,198.483,0.687,5.977
"Puebla","Zapotitlán de Méndez","Fuentes móviles carreteros",0.134,35.297,0.149,5.767
"Puebla","Zapotitlán de Méndez","Fuentes móviles que no circulan por carretera",0.042,0.231,0.025,0.716
"Puebla","Zaragoza","Fuentes de área",26.524,167.72,0.623,8.197
"Puebla","Zaragoza","Fuentes móviles carreteros",7.935,653.226,3.673,139.748
"Puebla","Zaragoza","Fuentes móviles que no circulan por carretera",0.982,4.514,0.427,39.336
"Puebla","Zautla","Fuentes de área",93.388,730.254,2.561,23.879
"Puebla","Zautla","Fuentes móviles carreteros",4.615,430.18,2.338,88.737
"Puebla","Zautla","Fuentes móviles que no circulan por carretera",0.253,1.376,0.149,4.274
"Puebla","Zihuateutla","Fuentes de área",71.789,552.482,1.913,15.909
"Puebla","Zihuateutla","Fuentes móviles carreteros",0.913,111.291,0.543,21.254
"Puebla","Zihuateutla","Fuentes móviles que no circulan por carretera",0.448,2.43,0.264,7.548
"Puebla","Zinacatepec","Fuentes de área",52.225,391.499,1.449,14.683
"Puebla","Zinacatepec","Fuentes móviles carreteros",8.009,429.676,2.794,104.259
"Puebla","Zinacatepec","Fuentes móviles que no circulan por carretera",0.71,3.286,0.313,27.845
"Puebla","Zongozotla","Fuentes de área",24.637,203.996,0.702,5.939
"Puebla","Zongozotla","Fuentes móviles carreteros",0.26,30.276,0.151,6.125
"Puebla","Zongozotla","Fuentes móviles que no circulan por carretera",0.066,0.359,0.039,1.116
"Puebla","Zoquiapan","Fuentes de área",14.955,114.951,0.4,3.308
"Puebla","Zoquiapan","Fuentes móviles carreteros",0.107,17.82,0.08,2.927
"Puebla","Zoquiapan","Fuentes móviles que no circulan por carretera",0.083,0.449,0.049,1.395
"Puebla","Zoquitlán","Fuentes de área",100.126,809.438,2.846,22.84
"Puebla","Zoquitlán","Fuentes móviles carreteros",2.479,140.282,0.867,33.158
"Puebla","Zoquitlán","Fuentes móviles que no circulan por carretera",0.243,1.321,0.144,4.103
